#Scan#	abs_DeltaMZ	Compound_Name	Precursor_MZ	Adduct	LibraryQualityString	SpectrumID	Suspect Name	suspect_index	cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path	cluster_index_lib	ScanNumber_lib	Original_Path_lib
138054	14.020999999999999	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	200068	200068.0	inputspectra/spec-00338.mzXML	88992.0	412.499	0.0	241.217	2753.0	spec/spec-00338.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA6_01_911.mzXML	138054.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB6_01_923.mzXML
138054	14.017999999999999	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	200088	200088.0	inputspectra/spec-00888.mzXML	96416.0	407.524	0.0	241.218	2714.0	spec/spec-00888.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML	138054.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB6_01_923.mzXML
137896	28.031	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	247357	247357.0	inputspectra/spec-00914.mzXML	167748.0	431.24699999999996	0.0	255.235	2888.0	spec/spec-00914.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB6_01_1836.mzXML	137896.0	2588.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB11_01_2252.mzXML
137896	28.039	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	250400	250400.0	inputspectra/spec-00929.mzXML	48656.0	431.44800000000004	0.0	255.237	2887.0	spec/spec-00929.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BD2_01_1856.mzXML	137896.0	2588.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB11_01_2252.mzXML
137896	28.006999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	245888	245888.0	inputspectra/spec-01037.mzXML	182384.0	431.82300000000004	0.0	255.236	2882.0	spec/spec-01037.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BF3_01_2292.mzXML	137896.0	2588.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB11_01_2252.mzXML
137896	28.028000000000002	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid -C2H4	46232	46232.0	inputspectra/spec-00406.mzXML	31852.0	345.668	0.0	199.172	2273.0	spec/spec-00406.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB11_01_928.mzXML	137896.0	2588.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB11_01_2252.mzXML
137896	28.028000000000002	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid -C2H4	46251	46251.0	inputspectra/spec-00937.mzXML	27180.0	347.01800000000003	0.0	199.171	2282.0	spec/spec-00937.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BE4_01_2074.mzXML	137896.0	2588.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB11_01_2252.mzXML
138039	28.028000000000002	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	247357	247357.0	inputspectra/spec-00914.mzXML	167748.0	431.24699999999996	0.0	255.235	2888.0	spec/spec-00914.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB6_01_1836.mzXML	138039.0	2602.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB12_01_929.mzXML
138039	14.022	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199348	199348.0	inputspectra/spec-00311.mzXML	40348.0	412.334	0.0	241.203	2747.0	spec/spec-00311.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA8_01_1214.mzXML	138039.0	2602.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB12_01_929.mzXML
138039	14.015999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199454	199454.0	inputspectra/spec-00375.mzXML	241452.0	413.086	0.0	241.218	2753.0	spec/spec-00375.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB5_01_922.mzXML	138039.0	2602.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB12_01_929.mzXML
138039	14.019	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	200068	200068.0	inputspectra/spec-00338.mzXML	88992.0	412.499	0.0	241.217	2753.0	spec/spec-00338.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA6_01_911.mzXML	138039.0	2602.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB12_01_929.mzXML
138039	14.015999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	200088	200088.0	inputspectra/spec-00888.mzXML	96416.0	407.524	0.0	241.218	2714.0	spec/spec-00888.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML	138039.0	2602.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB12_01_929.mzXML
138039	28.034000000000002	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	250283	250283.0	inputspectra/spec-00615.mzXML	85932.0	430.98199999999997	0.0	255.237	2887.0	spec/spec-00615.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BD4_01_1858.mzXML	138039.0	2602.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB12_01_929.mzXML
138039	28.031	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid -C2H4	46165	46165.0	inputspectra/spec-00962.mzXML	27432.0	344.44300000000004	0.0	199.172	2266.0	spec/spec-00962.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC1_01_2254.mzXML	138039.0	2602.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB12_01_929.mzXML
138081	28.004	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	245888	245888.0	inputspectra/spec-01037.mzXML	182384.0	431.82300000000004	0.0	255.236	2882.0	spec/spec-01037.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BF3_01_2292.mzXML	138081.0	2598.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC12_01_2265.mzXML
138081	14.017999999999999	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199971	199971.0	inputspectra/spec-00356.mzXML	137316.0	412.7	0.0	241.22	2753.0	spec/spec-00356.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BC3_01_932.mzXML	138081.0	2598.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC12_01_2265.mzXML
138081	14.019	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199184	199184.0	inputspectra/spec-00346.mzXML	228776.0	412.407	0.0	241.218	2753.0	spec/spec-00346.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB1_01_918.mzXML	138081.0	2598.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC12_01_2265.mzXML
138081	14.015	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	200007	200007.0	inputspectra/spec-00490.mzXML	39452.0	408.403	0.0	241.217	2724.0	spec/spec-00490.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA3_01_908.mzXML	138081.0	2598.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC12_01_2265.mzXML
413741	28.058000000000003	trans-13-Octadecenoic acid	283.263	M+H	Bronze	CCMSLIB00003722195	Suspect related to trans-13-Octadecenoic acid -C2H4	245888	245888.0	inputspectra/spec-01037.mzXML	182384.0	431.82300000000004	0.0	255.236	2882.0	spec/spec-01037.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BF3_01_2292.mzXML	413741.0	3123.0	f.MSV000078556/spectrum/Human_Swabs/Man/5m__BA5_01_1311.mzXML
413741	28.034000000000002	trans-13-Octadecenoic acid	283.263	M+H	Bronze	CCMSLIB00003722195	Suspect related to trans-13-Octadecenoic acid -C2H4	247215	247215.0	inputspectra/spec-00338.mzXML	178352.0	429.236	0.0	255.233	2873.0	spec/spec-00338.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA6_01_911.mzXML	413741.0	3123.0	f.MSV000078556/spectrum/Human_Swabs/Man/5m__BA5_01_1311.mzXML
342815	28.033	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid -C2H4	199498	199498.0	inputspectra/spec-00245.mzXML	138680.0	412.651	0.0	241.205	2748.0	spec/spec-00245.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BB9_01_1227.mzXML	342815.0	2977.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
342815	14.015	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	413102	413102.0	inputspectra/spec-00086.mzXML	288328.0	465.255	0.0	283.25	3123.0	spec/spec-00086.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BB6_01_1224.mzXML	342815.0	2977.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
342815	14.005	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	412979	412979.0	inputspectra/spec-00562.mzXML	70424.0	465.93199999999996	0.0	283.248	3130.0	spec/spec-00562.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BF6_01_1272.mzXML	342815.0	2977.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
342815	14.014000000000001	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	413804	413804.0	inputspectra/spec-00376.mzXML	67596.0	466.094	0.0	283.26099999999997	3330.0	spec/spec-00376.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/3m__BF5_01_1170.mzXML	342815.0	2977.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
342815	28.037	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid -C2H4	199461	199461.0	inputspectra/spec-00865.mzXML	119720.0	412.527	0.0	241.21900000000002	2743.0	spec/spec-00865.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC4_01_2257.mzXML	342815.0	2977.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
342815	14.026	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid -CH2	247299	247299.0	inputspectra/spec-00175.mzXML	64620.0	429.436	0.0	255.21900000000002	2868.0	spec/spec-00175.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BB12_01_1230.mzXML	342815.0	2977.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
342815	14.012	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid -CH2	249352	249352.0	inputspectra/spec-00931.mzXML	196296.0	433.23199999999997	0.0	255.247	2900.0	spec/spec-00931.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/12m__BC6_01_1950.mzXML	342815.0	2977.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
248332	14.017000000000001	Hexadecenoic acid	255.233	M+H	Bronze	CCMSLIB00000075361	Suspect related to Hexadecenoic acid -CH2	199498	199498.0	inputspectra/spec-00245.mzXML	138680.0	412.651	0.0	241.205	2748.0	spec/spec-00245.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BB9_01_1227.mzXML	248332.0	2896.0	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB4_01_1834.mzXML
248332	28.023000000000003	Hexadecenoic acid	255.233	M+H	Bronze	CCMSLIB00000075361	Suspect related to Hexadecenoic acid +C2H4	413086	413086.0	inputspectra/spec-00482.mzXML	271544.0	465.631	0.0	283.25	3131.0	spec/spec-00482.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BB7_01_1225.mzXML	248332.0	2896.0	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB4_01_1834.mzXML
248332	14.011	Hexadecenoic acid	255.233	M+H	Bronze	CCMSLIB00000075361	Suspect related to Hexadecenoic acid +CH2	342004	342004.0	inputspectra/spec-00446.mzXML	98552.0	451.30400000000003	0.0	269.23400000000004	3026.0	spec/spec-00446.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML	248332.0	2896.0	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB4_01_1834.mzXML
248332	14.011	Hexadecenoic acid	255.233	M+H	Bronze	CCMSLIB00000075361	Suspect related to Hexadecenoic acid +CH2	342288	342288.0	inputspectra/spec-00888.mzXML	126800.0	450.73699999999997	0.0	269.249	3022.0	spec/spec-00888.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML	248332.0	2896.0	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB4_01_1834.mzXML
248332	14.013	Hexadecenoic acid	255.233	M+H	Bronze	CCMSLIB00000075361	Suspect related to Hexadecenoic acid +CH2	342819	342819.0	inputspectra/spec-00379.mzXML	96416.0	446.168	0.0	269.25	2993.0	spec/spec-00379.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB2_01_919.mzXML	248332.0	2896.0	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB4_01_1834.mzXML
247538	14.014000000000001	Hexadecenoic acid	255.233	M+H	Bronze	CCMSLIB00000075361	Suspect related to Hexadecenoic acid -CH2	199568	199568.0	inputspectra/spec-00289.mzXML	171080.0	412.92699999999996	0.0	241.218	2753.0	spec/spec-00289.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA9_01_914.mzXML	247538.0	2387.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA2_01_2231.mzXML
247538	14.017999999999999	Hexadecenoic acid	255.233	M+H	Bronze	CCMSLIB00000075361	Suspect related to Hexadecenoic acid -CH2	199438	199438.0	inputspectra/spec-00262.mzXML	79056.0	413.46	0.0	241.204	2754.0	spec/spec-00262.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA5_01_1211.mzXML	247538.0	2387.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA2_01_2231.mzXML
138041	14.02	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	199184	199184.0	inputspectra/spec-00346.mzXML	228776.0	412.407	0.0	241.218	2753.0	spec/spec-00346.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB1_01_918.mzXML	138041.0	2587.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML
138041	14.02	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	199455	199455.0	inputspectra/spec-00406.mzXML	243780.0	412.69699999999995	0.0	241.22	2753.0	spec/spec-00406.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB11_01_928.mzXML	138041.0	2587.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML
138041	14.012	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	199508	199508.0	inputspectra/spec-00535.mzXML	56340.0	409.19	0.0	241.21900000000002	2729.0	spec/spec-00535.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BC2_01_931.mzXML	138041.0	2587.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML
138041	14.014000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	199526	199526.0	inputspectra/spec-00379.mzXML	200912.0	412.653	0.0	241.21900000000002	2753.0	spec/spec-00379.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB2_01_919.mzXML	138041.0	2587.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML
138041	14.03	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	200678	200678.0	inputspectra/spec-00500.mzXML	50932.0	413.091	0.0	241.24	2753.0	spec/spec-00500.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BG2_01_979.mzXML	138041.0	2587.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML
138091	14.017000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	199455	199455.0	inputspectra/spec-00406.mzXML	243780.0	412.69699999999995	0.0	241.22	2753.0	spec/spec-00406.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB11_01_928.mzXML	138091.0	2588.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC11_01_2264.mzXML
138091	14.014000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	200050	200050.0	inputspectra/spec-00398.mzXML	101324.0	413.68699999999995	0.0	241.21900000000002	2761.0	spec/spec-00398.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB6_01_923.mzXML	138091.0	2588.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC11_01_2264.mzXML
138552	14.017000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	199455	199455.0	inputspectra/spec-00406.mzXML	243780.0	412.69699999999995	0.0	241.22	2753.0	spec/spec-00406.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB11_01_928.mzXML	138552.0	2609.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA2_01_907.mzXML
138552	14.014000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	200050	200050.0	inputspectra/spec-00398.mzXML	101324.0	413.68699999999995	0.0	241.21900000000002	2761.0	spec/spec-00398.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB6_01_923.mzXML	138552.0	2609.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA2_01_907.mzXML
138552	14.026	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	200253	200253.0	inputspectra/spec-00265.mzXML	43984.0	413.491	0.0	241.24400000000003	2761.0	spec/spec-00265.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BH10_01_999.mzXML	138552.0	2609.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA2_01_907.mzXML
138552	14.024000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	200256	200256.0	inputspectra/spec-00903.mzXML	68108.0	412.63699999999994	0.0	241.231	2747.0	spec/spec-00903.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/12m__BD2_01_1958.mzXML	138552.0	2609.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA2_01_907.mzXML
138552	28.033	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid -C2H4	46232	46232.0	inputspectra/spec-00406.mzXML	31852.0	345.668	0.0	199.172	2273.0	spec/spec-00406.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB11_01_928.mzXML	138552.0	2609.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA2_01_907.mzXML
342004	28.026999999999997	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid -C2H4	199455	199455.0	inputspectra/spec-00406.mzXML	243780.0	412.69699999999995	0.0	241.22	2753.0	spec/spec-00406.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB11_01_928.mzXML	342004.0	3026.0	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML
342004	14.034	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	413003	413003.0	inputspectra/spec-00446.mzXML	261412.0	467.001	0.0	283.249	3138.0	spec/spec-00446.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML	342004.0	3026.0	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML
342004	14.015	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	412950	412950.0	inputspectra/spec-00281.mzXML	225204.0	465.36199999999997	0.0	283.259	3123.0	spec/spec-00281.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/5m__BA3_01_1309.mzXML	342004.0	3026.0	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML
342004	14.015	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	413033	413033.0	inputspectra/spec-00474.mzXML	227964.0	466.195	0.0	283.262	3330.0	spec/spec-00474.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/3m__BC2_01_1131.mzXML	342004.0	3026.0	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML
342004	14.050999999999998	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	413061	413061.0	inputspectra/spec-00509.mzXML	346788.0	465.95099999999996	0.0	283.258	3330.0	spec/spec-00509.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/3m__BA5_01_1110.mzXML	342004.0	3026.0	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML
342004	14.017999999999999	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	413645	413645.0	inputspectra/spec-00342.mzXML	262368.0	465.906	0.0	283.26	3330.0	spec/spec-00342.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/3m__BB2_01_1119.mzXML	342004.0	3026.0	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML
342004	28.031	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid -C2H4	199495	199495.0	inputspectra/spec-01000.mzXML	49240.0	412.195	0.0	241.21900000000002	2747.0	spec/spec-01000.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC3_01_2256.mzXML	342004.0	3026.0	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML
342004	14.011	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid -CH2	248332	248332.0	inputspectra/spec-00827.mzXML	152104.0	432.155	0.0	255.234	2896.0	spec/spec-00827.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB4_01_1834.mzXML	342004.0	3026.0	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML
342004	14.01	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid -CH2	252063	252063.0	inputspectra/spec-00740.mzXML	60708.0	431.64599999999996	0.0	255.237	2886.0	spec/spec-00740.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BC11_01_1853.mzXML	342004.0	3026.0	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA10_01_1216.mzXML
342488	28.029	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid -C2H4	199455	199455.0	inputspectra/spec-00406.mzXML	243780.0	412.69699999999995	0.0	241.22	2753.0	spec/spec-00406.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB11_01_928.mzXML	342488.0	2993.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA7_01_912.mzXML
342488	14.011	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	413118	413118.0	inputspectra/spec-00486.mzXML	149540.0	466.466	0.0	283.264	3123.0	spec/spec-00486.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/5m__BE5_01_1359.mzXML	342488.0	2993.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA7_01_912.mzXML
342488	14.009	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	412958	412958.0	inputspectra/spec-00276.mzXML	274852.0	466.589	0.0	283.25	3130.0	spec/spec-00276.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BB2_01_1220.mzXML	342488.0	2993.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA7_01_912.mzXML
342488	14.017999999999999	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	413532	413532.0	inputspectra/spec-00347.mzXML	109556.0	465.991	0.0	283.264	3123.0	spec/spec-00347.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/5m__BC4_01_1334.mzXML	342488.0	2993.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA7_01_912.mzXML
342488	14.01	cis-9,10-methylene-hexadecanoic acid	269.248	M+H	Bronze	CCMSLIB00000075362	Suspect related to cis-9,10-methylene-hexadecanoic acid +CH2	412891	412891.0	inputspectra/spec-00086.mzXML	277636.0	466.36800000000005	0.0	283.25	3131.0	spec/spec-00086.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BB6_01_1224.mzXML	342488.0	2993.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA7_01_912.mzXML
