cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path
1055	inputspectra/spec-00016.mzXML	488719	45.9652	0	654.348	30	spec/spec-00016.mzXML	f.MSV000078547/spectrum/DLab/121207_aby_D_DD_MS2.mzXML
1055	inputspectra/spec-00016.mzXML	439116	47.9864	0	654.347	33	spec/spec-00016.mzXML	f.MSV000078547/spectrum/DLab/121207_aby_D_DD_MS2.mzXML
1055	inputspectra/spec-00016.mzXML	109749	166.897	0	655.36	107	spec/spec-00016.mzXML	f.MSV000078547/spectrum/DLab/121207_aby_D_DD_MS2.mzXML
1055	inputspectra/spec-00017.mzXML	60754.6	167.22	0	654.34	122	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
1055	inputspectra/spec-00017.mzXML	62925.3	177.106	0	1307.67	129	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
1055	inputspectra/spec-00017.mzXML	18603.8	547.699	0	655.35	278	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
1057	inputspectra/spec-00005.mzXML	116383	105.271	0	655.28	147	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1057	inputspectra/spec-00005.mzXML	117374	111.782	0	655.28	153	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1057	inputspectra/spec-00019.mzXML	92500.8	111.446	0	655.41	125	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1057	inputspectra/spec-00019.mzXML	83457.2	137.619	0	655.28	150	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1058	inputspectra/spec-00007.mzXML	199076	190.352	0	655.35	223	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1058	inputspectra/spec-00007.mzXML	138342	269.682	0	655.36	305	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1060	inputspectra/spec-00005.mzXML	64766.1	487.223	0	657.27	479	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1060	inputspectra/spec-00005.mzXML	36458.1	567.809	0	656.29	534	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1061	inputspectra/spec-00008.mzXML	280364	164.492	0	657.45	193	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1061	inputspectra/spec-00008.mzXML	268763	170.319	0	2623.82	200	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1063	inputspectra/spec-00005.mzXML	46421.7	218.914	0	658.27	255	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1063	inputspectra/spec-00005.mzXML	57966.4	260.034	0	658.27	289	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1063	inputspectra/spec-00007.mzXML	93420.4	387.431	0	658.35	415	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1063	inputspectra/spec-00007.mzXML	85151.5	496.608	0	658.35	514	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1063	inputspectra/spec-00019.mzXML	104616	108.887	0	658.27	122	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1063	inputspectra/spec-00019.mzXML	104441	114.484	0	658.26	129	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1064	inputspectra/spec-00008.mzXML	283119	225.505	0	2630.7	264	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1064	inputspectra/spec-00008.mzXML	391691	229.146	0	2630.74	268	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1065	inputspectra/spec-00016.mzXML	223054	78.3741	0	659.305	50	spec/spec-00016.mzXML	f.MSV000078547/spectrum/DLab/121207_aby_D_DD_MS2.mzXML
1065	inputspectra/spec-00016.mzXML	69081	123.072	0	659.303	78	spec/spec-00016.mzXML	f.MSV000078547/spectrum/DLab/121207_aby_D_DD_MS2.mzXML
1065	inputspectra/spec-00016.mzXML	58298	230.841	0	660.3	142	spec/spec-00016.mzXML	f.MSV000078547/spectrum/DLab/121207_aby_D_DD_MS2.mzXML
1065	inputspectra/spec-00016.mzXML	81429.1	245.771	0	660.31	150	spec/spec-00016.mzXML	f.MSV000078547/spectrum/DLab/121207_aby_D_DD_MS2.mzXML
1065	inputspectra/spec-00017.mzXML	58857.7	168.677	0	659.294	123	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
1065	inputspectra/spec-00017.mzXML	69338.7	176.289	0	659.296	128	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
1067	inputspectra/spec-00008.mzXML	426331	27.8563	0	2638.82	34	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1067	inputspectra/spec-00008.mzXML	403507	61.3822	0	660.46	72	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1067	inputspectra/spec-00008.mzXML	196402	355.622	0	2634.74	413	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1067	inputspectra/spec-00008.mzXML	203666	408.962	0	659.45	473	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1068	inputspectra/spec-00003.mzXML	59797.8	238.3	0	659.85	198	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
1068	inputspectra/spec-00003.mzXML	77642	258.844	0	660.45	217	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
1068	inputspectra/spec-00004.mzXML	147105	9.9396	0	1318.75	12	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1068	inputspectra/spec-00004.mzXML	128651	17.3325	0	1318.75	18	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1068	inputspectra/spec-00004.mzXML	148468	355.872	0	1320.77	389	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1068	inputspectra/spec-00004.mzXML	124044	371.29	0	1320.77	405	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1068	inputspectra/spec-00011.mzXML	48588.2	171.571	0	659.83	144	spec/spec-00011.mzXML	f.MSV000078547/spectrum/DLab/121204_1026B_ls_FT_IT_02.mzXML
1068	inputspectra/spec-00011.mzXML	39968.6	297.991	0	659.82	227	spec/spec-00011.mzXML	f.MSV000078547/spectrum/DLab/121204_1026B_ls_FT_IT_02.mzXML
1070	inputspectra/spec-00023.mzXML	75068	276.347	0	659.89	290	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1070	inputspectra/spec-00023.mzXML	69924.5	347.454	0	660.03	364	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1071	inputspectra/spec-00005.mzXML	71208.8	169.329	0	660.02	210	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1071	inputspectra/spec-00005.mzXML	73997	204.599	0	660.06	245	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1072	inputspectra/spec-00007.mzXML	325677	99.8711	0	660.369	134	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1072	inputspectra/spec-00007.mzXML	373723	106.294	0	660.369	142	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1072	inputspectra/spec-00007.mzXML	149527	233.424	0	661.37	270	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1072	inputspectra/spec-00007.mzXML	194326	273.061	0	661.37	308	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1072	inputspectra/spec-00007.mzXML	102182	517.055	0	662.38	534	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1072	inputspectra/spec-00007.mzXML	90862.6	554.545	0	662.38	568	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1074	inputspectra/spec-00004.mzXML	163894	4.0316	0	662.41	5	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1074	inputspectra/spec-00004.mzXML	234993	7.3867	0	662.41	9	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1074	inputspectra/spec-00004.mzXML	185615	133.551	0	662.411	144	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1074	inputspectra/spec-00004.mzXML	88754	218.67	0	663.41	239	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1074	inputspectra/spec-00023.mzXML	111457	142.929	0	1325.63	147	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1074	inputspectra/spec-00023.mzXML	76278.5	167.086	0	662.85	174	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1075	inputspectra/spec-00008.mzXML	326180	178.065	0	662.45	209	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1075	inputspectra/spec-00008.mzXML	304707	219.581	0	662.45	257	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1076	inputspectra/spec-00005.mzXML	64844.9	177.83	0	663.367	217	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1076	inputspectra/spec-00005.mzXML	53299.1	292.886	0	663.36	307	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1077	inputspectra/spec-00003.mzXML	40140.4	363.883	0	663.43	313	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
1077	inputspectra/spec-00020.mzXML	5190.54	250.16	0	664.47	199	spec/spec-00020.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_ft_it.mzXML
1077	inputspectra/spec-00025.mzXML	3198.21	597.067	0	664.48	332	spec/spec-00025.mzXML	f.MSV000078547/spectrum/DLab/121115_srf_dd02.mzXML
1078	inputspectra/spec-00003.mzXML	59118.9	294.181	0	664.11	250	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
1078	inputspectra/spec-00003.mzXML	114794	569.653	0	664.43	472	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
1078	inputspectra/spec-00011.mzXML	55308	82.4856	0	1991.46	75	spec/spec-00011.mzXML	f.MSV000078547/spectrum/DLab/121204_1026B_ls_FT_IT_02.mzXML
1079	inputspectra/spec-00008.mzXML	431551	82.9619	0	664.45	97	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1079	inputspectra/spec-00008.mzXML	358750	142.273	0	2653.82	167	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1079	inputspectra/spec-00008.mzXML	183160	329.89	0	665.45	384	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1079	inputspectra/spec-00008.mzXML	229820	412.619	0	665.44	477	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1081	inputspectra/spec-00007.mzXML	102955	384.239	0	665.29	412	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1081	inputspectra/spec-00007.mzXML	108843	412.139	0	665.3	433	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1081	inputspectra/spec-00007.mzXML	85181.7	530.663	0	666.33	548	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1082	inputspectra/spec-00004.mzXML	74031.9	285.06	0	665.381	312	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1082	inputspectra/spec-00004.mzXML	69037.2	332.398	0	665.38	364	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1082	inputspectra/spec-00011.mzXML	38504.1	119.261	0	665.38	103	spec/spec-00011.mzXML	f.MSV000078547/spectrum/DLab/121204_1026B_ls_FT_IT_02.mzXML
1082	inputspectra/spec-00023.mzXML	90684.1	113.366	0	665.39	115	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1082	inputspectra/spec-00023.mzXML	99233.8	116.528	0	1329.75	118	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1083	inputspectra/spec-00015.mzXML	3629.4	594.617	0	665.61	853	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
1083	inputspectra/spec-00015.mzXML	2989.65	618.745	0	665.7	890	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
1083	inputspectra/spec-00015.mzXML	2860.62	703.26	0	665.57	1035	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
1084	inputspectra/spec-00000.mzXML	9347.93	131.066	0	665.589	125	spec/spec-00000.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_ES129_ft_it_take2.mzXML
1084	inputspectra/spec-00000.mzXML	16198.8	139.32	0	665.59	133	spec/spec-00000.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_ES129_ft_it_take2.mzXML
1084	inputspectra/spec-00000.mzXML	18906.9	203.003	0	667.28	192	spec/spec-00000.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_ES129_ft_it_take2.mzXML
1084	inputspectra/spec-00000.mzXML	449115	208.546	0	665.582	197	spec/spec-00000.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_ES129_ft_it_take2.mzXML
1084	inputspectra/spec-00000.mzXML	14647.2	451.039	0	665.584	423	spec/spec-00000.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_ES129_ft_it_take2.mzXML
1084	inputspectra/spec-00000.mzXML	8078.12	475.136	0	665.585	445	spec/spec-00000.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_ES129_ft_it_take2.mzXML
1084	inputspectra/spec-00000.mzXML	9334.26	518.687	0	667.28	485	spec/spec-00000.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_ES129_ft_it_take2.mzXML
1084	inputspectra/spec-00000.mzXML	10366.3	562.91	0	667.27	524	spec/spec-00000.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_ES129_ft_it_take2.mzXML
1085	inputspectra/spec-00001.mzXML	20124.2	116.859	0	665.586	129	spec/spec-00001.mzXML	f.MSV000078547/spectrum/DLab/112111_ES129_fr111109_jy_ft_ltq.mzXML
1085	inputspectra/spec-00001.mzXML	19776.1	127.155	0	665.585	142	spec/spec-00001.mzXML	f.MSV000078547/spectrum/DLab/112111_ES129_fr111109_jy_ft_ltq.mzXML
1085	inputspectra/spec-00001.mzXML	22763	132.023	0	665.586	147	spec/spec-00001.mzXML	f.MSV000078547/spectrum/DLab/112111_ES129_fr111109_jy_ft_ltq.mzXML
1085	inputspectra/spec-00001.mzXML	17872.7	596.177	0	665.587	542	spec/spec-00001.mzXML	f.MSV000078547/spectrum/DLab/112111_ES129_fr111109_jy_ft_ltq.mzXML
1088	inputspectra/spec-00019.mzXML	47630.4	253.202	0	666.27	262	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1088	inputspectra/spec-00019.mzXML	32409.3	262.309	0	666.26	270	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1090	inputspectra/spec-00008.mzXML	332814	181.517	0	666.46	213	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1090	inputspectra/spec-00008.mzXML	303764	311.576	0	667.47	363	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1091	inputspectra/spec-00016.mzXML	75968.5	254.939	0	666.473	155	spec/spec-00016.mzXML	f.MSV000078547/spectrum/DLab/121207_aby_D_DD_MS2.mzXML
1091	inputspectra/spec-00016.mzXML	51934.6	265.245	0	666.473	159	spec/spec-00016.mzXML	f.MSV000078547/spectrum/DLab/121207_aby_D_DD_MS2.mzXML
1092	inputspectra/spec-00002.mzXML	4571.26	122.249	0	666.72	119	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
1092	inputspectra/spec-00002.mzXML	3172.21	203.391	0	667.15	194	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
1092	inputspectra/spec-00002.mzXML	3794.55	587.544	0	666.6	548	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
1093	inputspectra/spec-00013.mzXML	2316.43	207.478	0	666.92	403	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
1093	inputspectra/spec-00013.mzXML	1996.92	296.836	0	666.84	554	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
1093	inputspectra/spec-00013.mzXML	2274.53	309.173	0	666.92	574	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
1093	inputspectra/spec-00015.mzXML	3051.59	301.065	0	667.07	465	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
1093	inputspectra/spec-00015.mzXML	3719.62	317.261	0	667.17	488	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
1093	inputspectra/spec-00015.mzXML	4053.97	323.418	0	667.14	496	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
1094	inputspectra/spec-00017.mzXML	47208.4	171.637	0	667.185	125	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
1094	inputspectra/spec-00017.mzXML	100922	174.011	0	667.186	127	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
1094	inputspectra/spec-00017.mzXML	60661.2	178.482	0	668.19	130	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
1096	inputspectra/spec-00003.mzXML	68758.7	411.215	0	668.81	359	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
1096	inputspectra/spec-00003.mzXML	42716.4	439.487	0	667.44	387	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
1096	inputspectra/spec-00004.mzXML	81627.8	150.778	0	668.77	164	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1096	inputspectra/spec-00004.mzXML	94444.4	171.425	0	1334.75	188	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
1096	inputspectra/spec-00011.mzXML	64799	77.84	0	668.77	72	spec/spec-00011.mzXML	f.MSV000078547/spectrum/DLab/121204_1026B_ls_FT_IT_02.mzXML
1096	inputspectra/spec-00011.mzXML	46622.5	96.1553	0	668.6	87	spec/spec-00011.mzXML	f.MSV000078547/spectrum/DLab/121204_1026B_ls_FT_IT_02.mzXML
1096	inputspectra/spec-00023.mzXML	106201	133.955	0	669.36	137	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1096	inputspectra/spec-00023.mzXML	72905.3	154.326	0	667.86	160	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1096	inputspectra/spec-00023.mzXML	78832	172.477	0	2005.08	180	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1096	inputspectra/spec-00023.mzXML	85128	195.936	0	667.86	203	spec/spec-00023.mzXML	f.MSV000078547/spectrum/DLab/fi1026c_FT-it.mzXML
1097	inputspectra/spec-00008.mzXML	342586	85.1427	0	668.41	100	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1097	inputspectra/spec-00008.mzXML	331101	97.3172	0	668.62	114	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1097	inputspectra/spec-00008.mzXML	254528	335.013	0	2666.86	390	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1098	inputspectra/spec-00007.mzXML	101222	488.503	0	668.68	505	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1098	inputspectra/spec-00007.mzXML	102120	521.519	0	668.42	539	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
1099	inputspectra/spec-00009.mzXML	8001.93	345.031	0	668.77	185	spec/spec-00009.mzXML	f.MSV000078547/spectrum/DLab/121204_1026G_ls_FT_IT.mzXML
1099	inputspectra/spec-00009.mzXML	5263.66	420.269	0	668.51	219	spec/spec-00009.mzXML	f.MSV000078547/spectrum/DLab/121204_1026G_ls_FT_IT.mzXML
1101	inputspectra/spec-00005.mzXML	159574	71.6578	0	669.28	108	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1101	inputspectra/spec-00005.mzXML	152386	95.4192	0	669.28	137	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1101	inputspectra/spec-00019.mzXML	90444.8	299.961	0	668.67	288	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1103	inputspectra/spec-00015.mzXML	6888.37	238.64	0	669.39	368	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
1103	inputspectra/spec-00015.mzXML	7832.3	245.721	0	669.32	380	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
1103	inputspectra/spec-00015.mzXML	4634.54	500.165	0	669.09	715	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
1105	inputspectra/spec-00001.mzXML	23375.3	223.56	0	670.369	235	spec/spec-00001.mzXML	f.MSV000078547/spectrum/DLab/112111_ES129_fr111109_jy_ft_ltq.mzXML
1105	inputspectra/spec-00001.mzXML	21071.9	233.065	0	670.371	244	spec/spec-00001.mzXML	f.MSV000078547/spectrum/DLab/112111_ES129_fr111109_jy_ft_ltq.mzXML
1105	inputspectra/spec-00001.mzXML	30627.2	384.757	0	670.372	377	spec/spec-00001.mzXML	f.MSV000078547/spectrum/DLab/112111_ES129_fr111109_jy_ft_ltq.mzXML
1105	inputspectra/spec-00001.mzXML	15524.7	602.219	0	670.373	547	spec/spec-00001.mzXML	f.MSV000078547/spectrum/DLab/112111_ES129_fr111109_jy_ft_ltq.mzXML
1105	inputspectra/spec-00013.mzXML	2597.23	250.77	0	670.09	477	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
1105	inputspectra/spec-00013.mzXML	2474.23	278.43	0	670.06	524	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
1105	inputspectra/spec-00013.mzXML	2497.74	402.129	0	670.28	716	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
1105	inputspectra/spec-00013.mzXML	2455.32	532.873	0	671.41	908	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
1105	inputspectra/spec-00013.mzXML	2532.01	545.565	0	671.51	927	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
1105	inputspectra/spec-00013.mzXML	2495.33	584.486	0	671.49	986	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
1105	inputspectra/spec-00019.mzXML	119187	78.6216	0	670.267	84	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1105	inputspectra/spec-00019.mzXML	122131	88.1412	0	670.26	95	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1105	inputspectra/spec-00019.mzXML	55971.3	196.282	0	671.28	205	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1105	inputspectra/spec-00019.mzXML	63409.6	203.471	0	671.28	214	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
1107	inputspectra/spec-00003.mzXML	42959.7	284.564	0	671.44	239	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
1107	inputspectra/spec-00003.mzXML	27478.3	340.178	0	671.45	292	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
1107	inputspectra/spec-00005.mzXML	43604.4	482.277	0	671.26	474	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
1108	inputspectra/spec-00008.mzXML	282924	155.989	0	671.46	183	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1108	inputspectra/spec-00008.mzXML	258250	189.177	0	2682.86	222	spec/spec-00008.mzXML	f.MSV000078547/spectrum/DLab/fi1026e_FT-it.mzXML
1110	inputspectra/spec-00003.mzXML	31228.5	326.048	0	673.09	282	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
